4.623129173409903370e-01,4.741496596747244996e-01
6.194047893133960425e-01,6.185941040110425337e-01
7.122208151075111182e-01,7.167800457299161598e-01
7.627964540640110869e-01,7.648526075475610142e-01
8.083813032493485373e-01,7.945578235076938833e-01
8.344001842072118480e-01,8.079365082608869209e-01
8.538452682504998892e-01,8.317460320974423560e-01
8.642182822960904343e-01,8.421768705861097937e-01
8.802325581422797418e-01,8.578231290354479954e-01
8.887520147391022585e-01,8.607709748674682304e-01
8.951473635763115277e-01,8.712018141130201121e-01
9.022449919437994792e-01,8.748299319998207313e-01
9.073048583900711339e-01,8.752834468201444729e-01
9.107471793690996575e-01,8.773242628493276296e-01
9.148860234833247063e-01,8.965986397801612995e-01
9.242459129661342310e-01,8.888888889429520379e-01
9.253338705991067670e-01,8.863945578771924572e-01
9.312629518765830339e-01,8.927437640101461014e-01
9.331107529330138206e-01,8.825396822963982313e-01
9.360637807994292015e-01,8.843537415236302213e-01
9.381072991047481047e-01,8.927437641993671846e-01
9.400644715606905066e-01,8.972789113213416323e-01
9.406458669150175034e-01,8.913832200087117297e-01
9.448825696550589015e-01,8.943310658137003655e-01
9.449516463246785403e-01,8.950113376251964681e-01
9.466382684807554959e-01,8.925170071271001371e-01
9.516578402026248940e-01,9.088435371716817590e-01
9.503453833782916638e-01,9.022675735069239922e-01
9.543575869242276744e-01,9.054421766274640682e-01
9.532984112392173248e-01,9.045351471760375572e-01
9.546223808427354296e-01,9.142857145830617371e-01
9.547662905825465840e-01,9.115646256340874665e-01
9.562687082689202978e-01,9.099773240197542856e-01
9.540467418834907010e-01,9.092970519109107030e-01
9.555779415178266012e-01,9.031746034449190663e-01
9.585482385475295741e-01,9.181405895961926023e-01
9.576444853787704492e-01,9.210884353741496389e-01
9.609831913396451597e-01,9.167800453785055481e-01
9.605457057306191482e-01,9.163265303959922115e-01
9.610119732930971770e-01,9.226757367451985381e-01
9.605341929541791890e-01,9.167800456488213179e-01
9.642528206309003425e-01,9.190476188313663197e-01
9.624625834649042089e-01,9.197278914267784655e-01
9.623014045618054624e-01,9.210884356444655197e-01
9.637750402919822434e-01,9.231292514573959940e-01
9.633490674621412175e-01,9.204081630220218857e-01
9.652544324172412926e-01,9.299319730594315381e-01
9.656228413566476654e-01,9.285714285984602023e-01
9.658588533299380385e-01,9.276643991200020922e-01
9.660257886226293333e-01,9.192743764442651289e-01
9.653695602118351760e-01,9.263038549023150381e-01
9.658588533244483187e-01,9.256235827934714555e-01
9.651450610149848730e-01,9.160997735129462471e-01
9.677987566171031286e-01,9.242630388461002822e-01
9.663193644973337992e-01,9.324263041792543172e-01
9.681441399981397522e-01,9.303854872850604307e-01
9.666014275873637818e-01,9.299319728161472565e-01
9.694623532093205043e-01,9.287981862113589004e-01
9.698653004862816118e-01,9.285714283551759207e-01
9.677469491162609128e-01,9.260770977759847922e-01
9.702797605314480434e-01,9.315192746737647189e-01
9.676318213189222250e-01,9.303854875283447123e-01
9.708841814386550695e-01,9.328798188644201739e-01
9.667280681583976243e-01,9.283446709855613932e-01
9.678505641289248951e-01,9.299319725728629749e-01
9.708669122698777576e-01,9.351473925605652271e-01
9.707978355947683990e-01,9.249433106575963848e-01
9.693184434695093499e-01,9.349206349476665290e-01
9.713216670531708008e-01,9.312925170338343106e-01
